client_id;prenom;nom;genre;age;email;telephone;ville;pays;date_inscription;segment_client
C0209;Alpha;Sow;M;39;alpha.sow41@orange.gn;+224 625 70 72 69;Mamou;Guinée;2023-02-02;Standard
C0210;Mabinty;Keita;F;48;mabinty.keita12@gmail.com;+224 634 59 84 83;Labé;Guinée;2024-08-23;Standard
C0211;François;Doumbouya;M;26;françois.doumbouya12@hotmail.com;+224 655 50 25 45;Kindia;Guinée;2024-04-01;Standard
C0212;Abdoulaye;Sow;M;31;abdoulaye.sow82@orange.gn;+224 677 34 61 61;Dakar;Sénégal;2024-05-25;Standard
C0213;Léa;Bah;F;47;lea.bah18@yahoo.fr;+224 631 31 44 57;Kankan;Guinée;2023-07-20;Premium
C0214;Léa;Camara;F;29;lea.camara58@outlook.com;+224 652 11 47 38;Kindia;Guinée;2025-01-15;Nouveau
C0215;Oumou;Condé;F;28;oumou.condé27@gmail.com;+224 658 37 35 53;Boké;Guinée;2023-11-13;Standard
C0216;Lamine;Doumbouya;M;58;lamine.doumbouya90@orange.gn;+224 662 70 46 47;Conakry;Guinée;2023-10-24;Premium
C0217;Djénabou;Diakité;F;28;djenabou.diakité61@gmail.com;+224 637 56 98 29;Nzérékoré;Guinée;2024-10-28;Premium
C0218;Djeneba;Sylla;F;41;djeneba.sylla11@hotmail.com;+224 643 60 89 53;Nzérékoré;Guinée;2023-03-13;Standard
C0219;Nènè;Fofana;F;29;nene.fofana10@gmail.com;+224 666 28 79 60;Conakry;Guinée;2024-04-28;Standard
C0220;Nathalie;Diallo;F;40;nathalie.diallo81@orange.gn;+224 648 16 12 90;Labé;Guinée;2023-04-06;Premium
C0221;Thierno;Diakité;M;41;thierno.diakité58@yahoo.fr;+224 641 36 44 76;Labé;Guinée;2023-12-03;Standard
C0222;Ibrahima;Condé;M;43;ibrahima.condé44@outlook.com;+224 698 14 76 85;Conakry;Guinée;2025-01-04;Standard
C0223;Boubacar;Doumbouya;M;31;boubacar.doumbouya44@orange.gn;+224 620 98 64 24;Kankan;Guinée;2023-01-01;Nouveau
C0224;Moussa;Cissé;M;38;moussa.cissé43@outlook.com;+224 691 40 43 46;Labé;Guinée;2023-08-27;Standard
C0225;Ramatoulaye;Baldé;F;56;ramatoulaye.baldé41@outlook.com;+224 699 91 34 87;Conakry;Guinée;2024-08-01;Nouveau
C0226;Fodé;Barry;M;30;fode.barry53@gmail.com;+224 644 98 81 66;Paris;France;2024-12-29;Standard
C0227;Fodé;Baldé;M;44;fode.baldé1@outlook.com;+224 683 76 62 16;Conakry;Guinée;2024-06-06;Standard
C0228;Pierre;Kanté;M;60;pierre.kanté52@gmail.com;+224 638 53 40 84;Kindia;Guinée;2024-04-29;Nouveau
C0229;Julien;Sow;M;38;julien.sow31@hotmail.com;+224 624 70 34 13;Mamou;Guinée;2024-12-08;Standard
C0230;Kerfala;Diakité;M;46;kerfala.diakité29@yahoo.fr;+224 673 45 45 51;Conakry;Guinée;2024-04-23;Standard
C0231;Binta;Traoré;F;53;binta.traoré2@outlook.com;+224 646 25 15 47;Abidjan;Côte d'Ivoire;2025-03-03;Standard
C0232;Lansana;Condé;M;23;lansana.condé88@yahoo.fr;+224 641 52 23 51;Nzérékoré;Guinée;2023-10-10;Standard
C0233;Souleymane;Sow;M;43;souleymane.sow95@outlook.com;+224 639 62 12 56;Mamou;Guinée;2024-04-02;Standard
C0234;Naby;Doumbouya;M;40;naby.doumbouya74@yahoo.fr;+224 686 38 30 85;Paris;France;2024-07-06;Standard
C0235;Fodé;Kouyaté;M;56;fode.kouyaté29@gmail.com;+224 677 53 73 13;Conakry;Guinée;2023-04-08;Nouveau
C0236;Mariama;Camara;F;56;mariama.camara62@hotmail.com;+224 658 44 67 86;Nzérékoré;Guinée;2024-01-23;Standard
C0237;Lansana;Traoré;M;55;lansana.traoré99@gmail.com;+224 679 68 65 17;Boké;Guinée;2024-11-12;Standard
C0238;Nènè;Sylla;F;42;nene.sylla91@orange.gn;+224 673 99 58 15;Kindia;Guinée;2023-11-18;Standard
C0239;Lamine;Cissé;M;35;lamine.cissé59@outlook.com;+224 632 52 46 73;Labé;Guinée;2025-02-02;Standard
C0240;Alpha;Soumah;M;36;alpha.soumah86@yahoo.fr;+224 674 95 59 97;Mamou;Guinée;2025-02-20;Nouveau
C0241;Omar;Keita;M;43;omar.keita72@gmail.com;+224 635 74 40 37;Kankan;Guinée;2023-04-08;Premium
C0242;Tidiane;Barry;M;37;tidiane.barry86@outlook.com;+224 693 24 57 37;Labé;Guinée;2023-01-08;Standard
C0243;Ramatoulaye;Doumbouya;F;19;ramatoulaye.doumbouya65@outlook.com;+224 653 98 94 35;Mamou;Guinée;2024-04-23;Nouveau
C0244;Fodé;Touré;M;48;fode.touré12@yahoo.fr;+224 683 97 30 57;Nzérékoré;Guinée;2023-12-26;Standard
C0245;Yarie;Traoré;F;25;yarie.traoré40@hotmail.com;+224 636 63 15 16;Labé;Guinée;2024-03-26;Nouveau
C0246;Ibrahima;Condé;M;42;ibrahima.condé57@orange.gn;+224 679 36 63 67;Nzérékoré;Guinée;2023-07-10;Standard
C0247;Nènè;Traoré;F;48;nene.traoré49@orange.gn;+224 681 35 19 64;Dakar;Sénégal;2023-03-16;Standard
C0248;Aboubacar;Doumbouya;M;35;aboubacar.doumbouya80@orange.gn;+224 646 70 82 98;Abidjan;Côte d'Ivoire;2023-02-01;Nouveau
C0249;Awa;Fofana;F;28;awa.fofana39@outlook.com;+224 699 11 15 42;Nzérékoré;Guinée;2023-05-20;Standard
C0250;Djeneba;Kanté;F;49;djeneba.kanté21@hotmail.com;+224 697 54 55 14;Conakry;Guinée;2024-07-17;Standard
C0251;Nènè;Bangoura;F;18;nene.bangoura45@yahoo.fr;+224 632 82 64 15;Kankan;Guinée;2023-06-02;Standard
C0252;Kerfala;Traoré;M;31;kerfala.traoré15@orange.gn;+224 625 47 70 16;Labé;Guinée;2023-12-23;Standard
C0253;Nathalie;Bah;F;33;nathalie.bah44@gmail.com;+224 652 86 95 83;Paris;France;2024-05-07;Standard
C0254;Souleymane;Condé;M;26;souleymane.condé90@yahoo.fr;+224 656 82 33 24;Abidjan;Côte d'Ivoire;2024-02-03;Standard
C0255;Fodé;Kanté;M;49;fode.kanté44@outlook.com;+224 693 96 26 80;Boké;Guinée;2023-11-01;Standard
C0256;Mabinty;Sow;F;26;mabinty.sow83@outlook.com;+224 623 90 42 39;Conakry;Guinée;2023-06-18;Nouveau
C0257;Lamine;Savané;M;45;lamine.savané35@yahoo.fr;+224 656 36 80 21;Mamou;Guinée;2023-02-14;Nouveau
C0258;Julien;Bah;M;52;julien.bah77@orange.gn;+224 663 59 75 22;Nzérékoré;Guinée;2023-07-17;Nouveau
C0259;Hadja;Bah;F;34;hadja.bah15@gmail.com;+224 650 51 33 46;Conakry;Guinée;2024-06-02;Standard
C0260;Sophie;Soumah;F;20;sophie.soumah6@yahoo.fr;+224 698 72 90 68;Conakry;Guinée;2023-12-27;Nouveau
C0261;Camille;Keita;F;52;camille.keita70@gmail.com;+224 624 98 19 11;Boké;Guinée;2024-05-10;Standard
C0262;Moussa;Soumah;M;20;moussa.soumah93@yahoo.fr;+224 627 65 57 44;Conakry;Guinée;2024-09-18;Nouveau
C0263;Isabelle;Kouyaté;F;26;isabelle.kouyaté64@hotmail.com;+224 640 78 72 92;Conakry;Guinée;2023-08-30;Nouveau
C0264;Ibrahima;Bangoura;M;33;ibrahima.bangoura9@hotmail.com;+224 634 77 80 22;Labé;Guinée;2023-07-26;Standard
C0265;Isabelle;Soumah;F;46;isabelle.soumah3@gmail.com;+224 631 30 20 33;Kindia;Guinée;2024-02-12;Nouveau
C0266;Paul;Diakité;M;45;paul.diakité19@gmail.com;+224 661 52 82 91;Nzérékoré;Guinée;2023-04-28;Nouveau
C0267;Paul;Sylla;M;26;paul.sylla3@hotmail.com;+224 626 21 42 62;Boké;Guinée;2023-12-05;Standard
C0268;Aissatou;Sylla;F;40;aissatou.sylla18@outlook.com;+224 693 21 35 95;Nzérékoré;Guinée;2024-12-17;Standard
C0269;Abdoulaye;Bangoura;M;42;abdoulaye.bangoura98@yahoo.fr;+224 625 36 31 53;Paris;France;2024-11-05;Nouveau
C0270;Jean;Sylla;M;24;jean.sylla96@yahoo.fr;+224 646 84 27 78;Mamou;Guinée;2024-01-20;Standard
C0271;Ibrahima;Condé;M;36;ibrahima.condé79@yahoo.fr;+224 656 48 30 25;Dakar;Sénégal;2025-02-03;Nouveau
C0272;Abdoulaye;Touré;M;48;abdoulaye.touré61@yahoo.fr;+224 633 11 80 41;Labé;Guinée;2025-01-17;Nouveau
C0273;Camille;Savané;F;55;camille.savané16@orange.gn;+224 661 34 16 86;Dakar;Sénégal;2024-02-12;Nouveau
C0274;Aminata;Camara;F;24;aminata.camara11@gmail.com;+224 672 75 72 98;Abidjan;Côte d'Ivoire;2025-02-28;Premium
C0275;Oumou;Barry;F;38;oumou.barry60@yahoo.fr;+224 633 64 24 19;Conakry;Guinée;2024-02-24;Nouveau
C0276;Julien;Camara;M;53;julien.camara37@outlook.com;+224 664 80 90 99;Nzérékoré;Guinée;2023-09-29;Nouveau
C0277;Sidy;Sow;M;21;sidy.sow25@outlook.com;+224 623 89 78 38;Mamou;Guinée;2024-06-17;Nouveau
C0278;Binta;Savané;F;57;binta.savané81@gmail.com;+224 695 10 72 13;Kankan;Guinée;2023-03-07;Premium
C0279;Léa;Kanté;F;55;lea.kanté84@yahoo.fr;+224 624 47 13 46;Kankan;Guinée;2024-08-15;Nouveau
C0280;Naby;Diallo;M;61;naby.diallo44@gmail.com;+224 628 82 23 84;Labé;Guinée;2023-08-27;Nouveau
C0281;Aminata;Barry;F;33;aminata.barry38@hotmail.com;+224 687 45 29 10;Conakry;Guinée;2024-10-19;Nouveau
C0282;Mariama;Cissé;F;36;mariama.cissé47@yahoo.fr;+224 658 84 70 68;Nzérékoré;Guinée;2023-04-12;Premium
C0283;Boubacar;Diakité;M;42;boubacar.diakité88@gmail.com;+224 627 24 22 12;Labé;Guinée;2023-05-30;Standard
C0284;Marie;Touré;F;49;marie.touré97@gmail.com;+224 634 54 98 37;Conakry;Guinée;2023-01-13;Standard
C0285;Mamadou;Camara;M;26;mamadou.camara16@hotmail.com;+224 641 26 48 50;Mamou;Guinée;2024-05-05;Nouveau
C0286;Hawa;Barry;F;41;hawa.barry73@yahoo.fr;+224 631 34 21 35;Kankan;Guinée;2023-05-25;Standard
C0287;Mamadou;Sylla;M;35;mamadou.sylla35@gmail.com;+224 691 24 76 64;Nzérékoré;Guinée;2025-01-21;Standard
C0288;Souleymane;Barry;M;43;souleymane.barry16@yahoo.fr;+224 642 44 87 58;Nzérékoré;Guinée;2025-02-26;Standard
C0289;Ramatoulaye;Kouyaté;F;55;ramatoulaye.kouyaté81@gmail.com;+224 678 82 45 64;Dakar;Sénégal;2024-01-04;Standard
C0290;Abdoulaye;Barry;M;47;abdoulaye.barry90@outlook.com;+224 682 51 56 97;Mamou;Guinée;2023-05-12;Premium
C0291;Ibrahima;Kanté;M;20;ibrahima.kanté38@outlook.com;+224 654 83 38 52;Kindia;Guinée;2023-08-08;Standard
C0292;Marie;Barry;F;47;marie.barry26@orange.gn;+224 654 45 12 56;Mamou;Guinée;2024-03-31;Premium
C0293;Naby;Camara;M;54;naby.camara35@gmail.com;+224 624 34 44 14;Labé;Guinée;2024-02-18;Standard
C0294;Amadou;Sylla;M;59;amadou.sylla68@outlook.com;+224 675 90 89 17;Boké;Guinée;2023-01-28;Standard
C0295;Isabelle;Touré;F;41;isabelle.touré56@yahoo.fr;+224 672 74 53 94;Kankan;Guinée;2023-10-25;Nouveau
C0296;Abdoulaye;Soumah;M;41;abdoulaye.soumah55@gmail.com;+224 672 68 58 53;Conakry;Guinée;2023-04-19;Premium
C0297;Cheick;Sow;M;46;cheick.sow29@yahoo.fr;+224 674 83 94 86;Conakry;Guinée;2023-02-25;Standard
C0298;Fanta;Doumbouya;F;37;fanta.doumbouya18@yahoo.fr;+224 680 64 76 52;Nzérékoré;Guinée;2024-07-18;Nouveau
C0299;Thierno;Sylla;M;39;thierno.sylla51@gmail.com;+224 646 42 85 63;Mamou;Guinée;2024-01-07;Nouveau
C0300;Lamine;Condé;M;49;lamine.condé94@orange.gn;+224 669 96 19 40;Kindia;Guinée;2023-06-05;Premium
C0301;Djeneba;Kouyaté;F;20;djeneba.kouyaté22@outlook.com;+224 699 25 79 75;Conakry;Guinée;2023-09-27;Standard
C0302;Marie;Condé;F;61;marie.condé18@orange.gn;+224 662 34 87 52;Paris;France;2025-01-29;Standard
C0303;Lamine;Condé;M;42;lamine.condé97@yahoo.fr;+224 633 16 88 53;Conakry;Guinée;2024-09-30;Premium
C0304;Fodé;Savané;M;26;fode.savané63@outlook.com;+224 638 20 62 30;Conakry;Guinée;2024-04-10;Premium
C0305;Yarie;Traoré;F;32;yarie.traoré28@orange.gn;+224 694 83 96 89;Conakry;Guinée;2023-10-15;Standard
C0306;Marie;Bangoura;F;44;marie.bangoura5@outlook.com;+224 661 45 80 85;Abidjan;Côte d'Ivoire;2023-06-05;Standard
C0307;Oumou;Sylla;F;32;oumou.sylla94@orange.gn;+224 669 22 62 96;Conakry;Guinée;2024-10-11;Nouveau
C0308;Coumba;Savané;F;42;coumba.savané94@orange.gn;+224 660 11 68 19;Nzérékoré;Guinée;2023-11-04;Standard
C0309;François;Keita;M;33;françois.keita70@hotmail.com;+224 649 61 68 79;Dakar;Sénégal;2024-02-02;Nouveau
C0310;Cheick;Keita;M;47;cheick.keita83@outlook.com;+224 692 65 49 75;Conakry;Guinée;2023-09-03;Standard
C0311;Aurélie;Doumbouya;F;61;aurelie.doumbouya71@gmail.com;+224 637 13 64 94;Conakry;Guinée;2024-06-03;Standard
C0312;Aissatou;Camara;F;18;aissatou.camara89@yahoo.fr;+224 654 82 13 15;Conakry;Guinée;2023-12-02;Standard
C0313;Sékou;Sylla;M;33;sekou.sylla84@orange.gn;+224 642 46 21 11;Dakar;Sénégal;2023-01-30;Standard
C0314;Mariama;Sow;F;36;mariama.sow37@orange.gn;+224 669 12 72 20;Mamou;Guinée;2023-10-30;Nouveau
C0315;Oumou;Diakité;F;50;oumou.diakité29@gmail.com;+224 686 45 56 41;Mamou;Guinée;2025-02-28;Nouveau
C0316;Sékou;Sow;M;18;sekou.sow44@outlook.com;+224 658 20 90 33;Kindia;Guinée;2023-06-06;Premium
C0317;Lansana;Keita;M;41;lansana.keita36@outlook.com;+224 688 84 29 11;Conakry;Guinée;2023-11-23;Standard
C0318;Sékou;Traoré;M;49;sekou.traoré81@gmail.com;+224 629 25 27 50;Boké;Guinée;2024-09-01;Premium
C0319;Léa;Kanté;F;47;lea.kanté88@orange.gn;+224 653 74 58 43;Dakar;Sénégal;2024-10-17;Premium
C0320;Léa;Camara;F;44;lea.camara34@gmail.com;+224 674 76 57 87;Boké;Guinée;2024-07-21;Standard
C0321;Boubacar;Barry;M;35;boubacar.barry80@orange.gn;+224 630 86 72 84;Mamou;Guinée;2024-06-10;Standard
C0322;Mamadou;Baldé;M;44;mamadou.baldé77@orange.gn;+224 671 52 79 49;Kankan;Guinée;2023-11-30;Nouveau
C0323;Aissatou;Savané;F;49;aissatou.savané33@orange.gn;+224 633 35 28 69;Labé;Guinée;2023-07-23;Standard
C0324;Fanta;Kanté;F;28;fanta.kanté52@yahoo.fr;+224 654 68 61 93;Conakry;Guinée;2024-09-21;Standard
C0325;Fatoumata;Bangoura;F;59;fatoumata.bangoura34@orange.gn;+224 672 20 97 33;Conakry;Guinée;2023-04-29;Standard
C0326;Aliou;Cissé;M;33;aliou.cissé91@orange.gn;+224 624 37 33 73;Kankan;Guinée;2024-06-18;Premium
C0327;Sékou;Camara;M;20;sekou.camara95@yahoo.fr;+224 683 20 84 28;Dakar;Sénégal;2023-08-30;Standard
C0328;Élise;Touré;F;28;elise.touré67@orange.gn;+224 670 91 90 77;Abidjan;Côte d'Ivoire;2024-09-20;Standard
C0329;Boubacar;Diakité;M;26;boubacar.diakité62@gmail.com;+224 666 72 50 51;Kankan;Guinée;2025-01-11;Standard
C0330;Lamine;Fofana;M;39;lamine.fofana64@yahoo.fr;+224 699 32 82 28;Paris;France;2023-01-03;Standard
C0331;Abdoulaye;Soumah;M;49;abdoulaye.soumah98@orange.gn;+224 626 55 72 43;Conakry;Guinée;2023-02-10;Nouveau
C0332;Isabelle;Camara;F;44;isabelle.camara54@orange.gn;+224 645 25 44 85;Dakar;Sénégal;2024-11-10;Standard
C0333;Fatoumata;Fofana;F;34;fatoumata.fofana23@yahoo.fr;+224 623 46 12 51;Kindia;Guinée;2024-11-22;Standard
C0334;Ramatoulaye;Touré;F;57;ramatoulaye.touré69@outlook.com;+224 673 36 20 31;Labé;Guinée;2023-06-22;Premium
C0335;Fodé;Kouyaté;M;29;fode.kouyaté23@hotmail.com;+224 626 21 20 72;Dakar;Sénégal;2024-03-11;Standard
C0336;Oumou;Traoré;F;24;oumou.traoré90@yahoo.fr;+224 698 30 57 72;Labé;Guinée;2023-06-23;Standard
C0337;Fodé;Touré;M;29;fode.touré65@outlook.com;+224 632 53 51 43;Nzérékoré;Guinée;2023-04-06;Standard
C0338;Fatoumata;Kanté;F;59;fatoumata.kanté20@yahoo.fr;+224 640 35 33 98;Conakry;Guinée;2024-11-14;Standard
C0339;Marie;Diallo;F;34;marie.diallo95@outlook.com;+224 659 29 51 41;Labé;Guinée;2023-08-14;Premium
C0340;Mamadou;Camara;M;37;mamadou.camara14@yahoo.fr;+224 694 44 37 30;Paris;France;2024-10-23;Standard
C0341;Oumou;Sow;F;39;oumou.sow84@yahoo.fr;+224 687 28 36 90;Nzérékoré;Guinée;2023-07-17;Nouveau
C0342;Naby;Touré;M;48;naby.touré65@outlook.com;+224 626 20 32 32;Mamou;Guinée;2023-11-04;Standard
C0343;Amadou;Doumbouya;M;55;amadou.doumbouya7@hotmail.com;+224 647 12 42 65;Kankan;Guinée;2024-07-20;Nouveau
C0344;Hadja;Touré;F;20;hadja.touré25@outlook.com;+224 693 11 79 53;Dakar;Sénégal;2025-02-13;Standard
C0345;Camille;Savané;F;52;camille.savané46@outlook.com;+224 651 37 78 90;Conakry;Guinée;2023-11-10;Standard
C0346;Naby;Keita;M;45;naby.keita40@gmail.com;+224 647 32 11 66;Conakry;Guinée;2023-11-16;Standard
C0347;Souleymane;Bangoura;M;21;souleymane.bangoura68@orange.gn;+224 692 99 62 21;Nzérékoré;Guinée;2023-10-30;Standard
C0348;Mariama;Bangoura;F;57;mariama.bangoura49@gmail.com;+224 672 57 45 27;Conakry;Guinée;2023-10-18;Standard
C0349;Paul;Kouyaté;M;40;paul.kouyaté14@hotmail.com;+224 632 66 51 83;Kindia;Guinée;2023-09-04;Premium
C0350;Mariama;Traoré;F;28;mariama.traoré29@yahoo.fr;+224 632 18 23 43;Conakry;Guinée;2023-03-29;Standard
C0351;Tiguidanké;Sow;F;54;tiguidanke.sow77@hotmail.com;+224 632 78 18 65;Paris;France;2025-02-09;Standard
C0352;Boubacar;Diallo;M;43;boubacar.diallo33@yahoo.fr;+224 641 85 99 75;Boké;Guinée;2024-09-18;Standard
C0353;Claire;Sow;F;33;claire.sow1@outlook.com;+224 621 11 58 29;Abidjan;Côte d'Ivoire;2024-05-11;Nouveau
C0354;Abdoulaye;Soumah;M;24;abdoulaye.soumah13@yahoo.fr;+224 650 29 91 54;Dakar;Sénégal;2023-11-14;Nouveau
C0355;François;Kouyaté;M;33;françois.kouyaté20@hotmail.com;+224 651 34 61 81;Boké;Guinée;2024-11-02;Nouveau
C0356;Yarie;Keita;F;21;yarie.keita52@gmail.com;+224 651 49 30 12;Boké;Guinée;2024-04-27;Standard
C0357;Catherine;Savané;F;25;catherine.savané49@outlook.com;+224 661 73 26 74;Kankan;Guinée;2024-11-12;Standard
C0358;Léa;Diakité;F;45;lea.diakité64@hotmail.com;+224 668 39 45 43;Abidjan;Côte d'Ivoire;2024-10-23;Standard
C0359;Mamadou;Condé;M;31;mamadou.condé29@outlook.com;+224 629 92 79 92;Paris;France;2024-08-06;Nouveau
C0360;Julien;Baldé;M;36;julien.baldé33@outlook.com;+224 645 35 32 84;Kankan;Guinée;2024-03-09;Standard
C0361;François;Diallo;M;21;françois.diallo76@outlook.com;+224 635 73 41 55;Kindia;Guinée;2023-09-25;Nouveau
C0362;Mamadou;Kouyaté;M;19;mamadou.kouyaté84@yahoo.fr;+224 669 31 72 10;Conakry;Guinée;2023-03-07;Nouveau
C0363;Paul;Keita;M;22;paul.keita97@orange.gn;+224 674 63 87 49;Nzérékoré;Guinée;2025-02-03;Premium
C0364;Élise;Soumah;F;59;elise.soumah53@yahoo.fr;+224 663 49 85 33;Paris;France;2025-02-20;Standard
C0365;Naby;Kanté;M;28;naby.kanté85@outlook.com;+224 658 70 70 22;Nzérékoré;Guinée;2023-04-19;Nouveau
C0366;Jean;Kouyaté;M;37;jean.kouyaté20@yahoo.fr;+224 634 14 30 26;Abidjan;Côte d'Ivoire;2024-02-07;Nouveau
C0367;Catherine;Kanté;F;51;catherine.kanté45@gmail.com;+224 623 76 78 27;Boké;Guinée;2024-08-14;Standard
C0368;Lamine;Sow;M;34;lamine.sow70@orange.gn;+224 650 96 50 47;Dakar;Sénégal;2024-11-25;Standard
C0369;Nathalie;Baldé;F;39;nathalie.baldé26@yahoo.fr;+224 652 40 65 38;Conakry;Guinée;2024-05-31;Premium
C0370;Tiguidanké;Kouyaté;F;59;tiguidanke.kouyaté81@orange.gn;+224 652 31 45 85;Nzérékoré;Guinée;2024-11-20;Premium
C0371;François;Kanté;M;57;françois.kanté90@hotmail.com;+224 648 96 72 95;Conakry;Guinée;2023-01-06;Standard
C0372;Fodé;Sylla;M;60;fode.sylla19@outlook.com;+224 669 42 86 38;Dakar;Sénégal;2023-11-08;Standard
C0373;Sophie;Baldé;F;44;sophie.baldé1@hotmail.com;+224 646 35 66 42;Abidjan;Côte d'Ivoire;2023-07-08;Standard
C0374;Lamine;Traoré;M;26;lamine.traoré29@yahoo.fr;+224 663 80 35 79;Conakry;Guinée;2024-09-19;Nouveau
C0375;Tidiane;Sow;M;34;tidiane.sow84@yahoo.fr;+224 685 64 44 97;Kindia;Guinée;2024-06-30;Standard
C0376;Lamine;Kanté;M;37;lamine.kanté75@orange.gn;+224 681 39 41 81;Dakar;Sénégal;2023-07-07;Standard
C0377;Hadja;Diallo;F;27;hadja.diallo22@gmail.com;+224 624 97 29 87;Conakry;Guinée;2024-09-18;Standard
C0378;Mohamed;Keita;M;51;mohamed.keita7@outlook.com;+224 641 21 11 34;Mamou;Guinée;2024-01-16;Standard
C0379;Hawa;Kouyaté;F;55;hawa.kouyaté19@hotmail.com;+224 628 13 15 94;Kindia;Guinée;2024-12-09;Premium
C0380;Kadiatou;Sow;F;36;kadiatou.sow53@orange.gn;+224 644 55 94 15;Boké;Guinée;2024-11-22;Standard
C0381;Aissatou;Doumbouya;F;27;aissatou.doumbouya17@outlook.com;+224 623 63 79 63;Mamou;Guinée;2023-12-23;Standard
C0382;Boubacar;Kouyaté;M;52;boubacar.kouyaté43@yahoo.fr;+224 690 20 11 56;Kankan;Guinée;2023-09-25;Standard
C0383;Alpha;Keita;M;49;alpha.keita32@gmail.com;+224 647 63 28 47;Conakry;Guinée;2023-02-16;Standard
C0384;Moussa;Kouyaté;M;42;moussa.kouyaté4@yahoo.fr;+224 626 81 97 55;Dakar;Sénégal;2025-02-25;Standard
C0385;Alpha;Cissé;M;41;alpha.cissé70@orange.gn;+224 680 10 29 79;Labé;Guinée;2024-05-25;Standard
C0386;Sékou;Bah;M;27;sekou.bah35@orange.gn;+224 647 48 16 90;Kindia;Guinée;2025-02-16;Standard
C0387;Thierno;Sylla;M;24;thierno.sylla35@hotmail.com;+224 685 33 66 74;Kankan;Guinée;2023-12-19;Standard
C0388;Sophie;Keita;F;41;sophie.keita57@yahoo.fr;+224 681 43 12 95;Conakry;Guinée;2023-08-26;Premium
C0389;Mariama;Fofana;F;58;mariama.fofana8@hotmail.com;+224 655 22 21 35;Kankan;Guinée;2023-10-22;Standard
C0390;Aissatou;Sow;F;58;aissatou.sow2@gmail.com;+224 683 90 19 49;Conakry;Guinée;2023-11-20;Premium
C0391;Nathalie;Sow;F;60;nathalie.sow94@gmail.com;+224 631 43 43 83;Paris;France;2024-08-04;Standard
C0392;Sophie;Sylla;F;60;sophie.sylla53@orange.gn;+224 653 25 63 79;Abidjan;Côte d'Ivoire;2025-03-08;Nouveau
C0393;Mariama;Kanté;F;55;mariama.kanté56@outlook.com;+224 690 90 79 28;Kindia;Guinée;2025-02-13;Standard
C0394;Hadja;Fofana;F;40;hadja.fofana38@hotmail.com;+224 627 30 65 52;Dakar;Sénégal;2024-06-27;Standard
C0395;Sékou;Sow;M;24;sekou.sow47@hotmail.com;+224 669 17 45 87;Abidjan;Côte d'Ivoire;2024-01-15;Standard
C0396;David;Kouyaté;M;40;david.kouyaté45@gmail.com;+224 693 90 97 70;Mamou;Guinée;2023-05-04;Standard
C0397;Hadja;Kouyaté;F;51;hadja.kouyaté88@orange.gn;+224 648 28 29 63;Mamou;Guinée;2023-12-22;Standard
C0398;Kadiatou;Kanté;F;40;kadiatou.kanté68@outlook.com;+224 680 31 38 74;Kindia;Guinée;2023-01-27;Standard
C0399;Omar;Baldé;M;32;omar.baldé28@gmail.com;+224 636 55 52 97;Labé;Guinée;2023-11-13;Nouveau
C0400;Amadou;Sylla;M;54;amadou.sylla64@hotmail.com;+224 694 67 58 53;Conakry;Guinée;2024-05-23;Standard
C0401;Mabinty;Baldé;F;47;mabinty.baldé22@yahoo.fr;+224 665 65 68 27;Kankan;Guinée;2024-12-19;Premium
C0402;Coumba;Kouyaté;F;22;coumba.kouyaté48@gmail.com;+224 639 84 85 34;Conakry;Guinée;2023-05-13;Nouveau
C0403;Tidiane;Sow;M;46;tidiane.sow49@orange.gn;+224 677 46 56 99;Conakry;Guinée;2024-05-08;Nouveau
C0404;Aurélie;Diallo;F;23;aurelie.diallo45@yahoo.fr;+224 694 71 58 87;Conakry;Guinée;2024-06-25;Nouveau
C0405;François;Camara;M;23;françois.camara9@yahoo.fr;+224 679 86 85 36;Dakar;Sénégal;2024-10-08;Premium
C0406;Binta;Camara;F;31;binta.camara48@hotmail.com;+224 633 70 78 63;Conakry;Guinée;2023-02-11;Standard
C0407;Kadiatou;Barry;F;42;kadiatou.barry24@yahoo.fr;+224 651 46 50 53;Conakry;Guinée;2024-03-15;Premium
C0408;Pierre;Cissé;M;20;pierre.cissé4@yahoo.fr;+224 651 27 52 70;Conakry;Guinée;2023-07-16;Premium
C0409;Aurélie;Keita;F;48;aurelie.keita3@hotmail.com;+224 690 70 33 75;Conakry;Guinée;2023-09-14;Premium
C0410;Isabelle;Cissé;F;31;isabelle.cissé63@yahoo.fr;+224 650 20 29 19;Conakry;Guinée;2024-08-23;Standard
C0411;Ousmane;Soumah;M;18;ousmane.soumah46@hotmail.com;+224 671 56 65 76;Kankan;Guinée;2023-10-16;Standard
C0412;Oumou;Kouyaté;F;58;oumou.kouyaté62@hotmail.com;+224 685 13 54 68;Conakry;Guinée;2024-01-27;Standard
C0413;Kadiatou;Kanté;F;21;kadiatou.kanté40@orange.gn;+224 693 68 65 96;Conakry;Guinée;2023-07-22;Premium
C0414;Nathalie;Fofana;F;40;nathalie.fofana61@outlook.com;+224 623 69 51 66;Conakry;Guinée;2023-04-08;Standard
C0415;Élise;Sylla;F;30;elise.sylla53@hotmail.com;+224 679 42 52 36;Kankan;Guinée;2025-02-03;Standard
C0416;Léa;Condé;F;26;lea.condé40@hotmail.com;+224 641 76 18 66;Boké;Guinée;2023-02-10;Standard
